[2026-01-13T08:38:32.389+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-01-13T08:38:32.403+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake_banking.download_minio scheduled__2026-01-13T08:37:00+00:00 [queued]>
[2026-01-13T08:38:32.406+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake_banking.download_minio scheduled__2026-01-13T08:37:00+00:00 [queued]>
[2026-01-13T08:38:32.406+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-01-13T08:38:32.410+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_minio> on 2026-01-13 08:37:00+00:00
[2026-01-13T08:38:32.413+0000] {standard_task_runner.py:64} INFO - Started process 66752 to run task
[2026-01-13T08:38:32.415+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake_banking', 'download_minio', 'scheduled__2026-01-13T08:37:00+00:00', '--job-id', '195', '--raw', '--subdir', 'DAGS_FOLDER/miniotoSnowflake.py', '--cfg-path', '/tmp/tmpx5ln9tc5']
[2026-01-13T08:38:32.416+0000] {standard_task_runner.py:91} INFO - Job 195: Subtask download_minio
[2026-01-13T08:38:32.439+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake_banking.download_minio scheduled__2026-01-13T08:37:00+00:00 [running]> on host 59a9472814dd
[2026-01-13T08:38:32.474+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake_banking' AIRFLOW_CTX_TASK_ID='download_minio' AIRFLOW_CTX_EXECUTION_DATE='2026-01-13T08:37:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-01-13T08:37:00+00:00'
[2026-01-13T08:38:32.474+0000] {taskinstance.py:430} INFO - ::endgroup::
